Datetime,F10.7,SSN,F15,xray_flux
2006-02-01,75.3,0,58.0,1.1082643e-08
2006-02-02,75.1,0,59.0,1.1268e-08
2006-02-03,76.4,0,58.0,2.1149715e-08
2006-02-04,74.9,0,59.0,1.1327215e-08
2006-02-05,74.2,0,58.0,5.3228577e-09
2006-02-06,72.9,0,57.0,5.3228577e-09
2006-02-07,72.0,8,56.0,5.3228577e-09
2006-02-08,72.0,8,55.0,5.3228577e-09
2006-02-09,72.8,17,56.0,5.3228577e-09
2006-02-10,73.2,12,56.0,5.3228577e-09
2006-02-11,74.1,9,57.0,1.109e-08
2006-02-12,74.1,0,57.0,1.1072071e-08
2006-02-13,74.4,11,57.0,2.0239929e-08
2006-02-14,75.4,13,59.0,1.0958571e-08
2006-02-15,76.6,18,59.0,3.1060928e-08
2006-02-16,74.27715448164652,18,60.0,2.1016644e-08
2006-02-17,74.41902094682543,8,60.0,5.1158572e-08
2006-02-18,74.56122197404403,8,61.0,2.1014646e-08
2006-02-19,74.8,14,59.0,1.0959999e-08
2006-02-20,74.5,0,59.0,1.09627845e-08
2006-02-21,74.2,0,58.0,1.607893e-08
2006-02-22,74.4,0,57.0,2.8394002e-08
2006-02-23,73.6,0,57.0,5.3228577e-09
2006-02-24,74.4,0,57.0,1.1068286e-08
2006-02-25,74.5,0,58.0,3.1160216e-08
2006-02-26,75.0,0,59.0,1.7648144e-08
2006-02-27,75.5,8,58.0,6.9795716e-09
2006-02-28,75.7,8,59.0,2.1723356e-08
2006-03-01,75.6,0,59.0,6.228285e-09
2006-03-02,74.7,0,59.0,1.0176929e-08
2006-03-03,74.2,0,58.0,1.4232785e-08
2006-03-04,73.8,15,57.0,9.435071e-09
2006-03-05,73.0,26,57.0,6.2290004e-09
2006-03-06,72.5,23,56.0,5.3228577e-09
2006-03-07,73.3,0,56.0,5.3228577e-09
2006-03-08,71.3,0,55.0,9.161786e-09
2006-03-09,71.8,0,54.0,5.4035008e-09
2006-03-10,71.2,0,54.0,5.3228577e-09
2006-03-11,73.1,0,54.0,8.902e-09
2006-03-12,72.3,15,56.0,8.834429e-09
2006-03-13,71.7,16,54.0,5.3228577e-09
2006-03-14,72.8,23,55.0,1.3482643e-08
2006-03-15,73.4,23,56.0,2.848743e-08
2006-03-16,71.7,21,55.0,5.797644e-08
2006-03-17,71.3,31,55.0,8.496e-09
2006-03-18,71.7,26,54.0,8.550357e-09
2006-03-19,74.6,26,55.0,3.826715e-08
2006-03-20,76.2,31,55.0,5.8111574e-08
2006-03-21,76.1,31,57.0,2.1781656e-07
2006-03-22,75.4,31,59.0,7.670007e-08
2006-03-23,76.1,29,58.0,9.744343e-08
2006-03-24,75.4,34,56.0,7.9268275e-08
2006-03-25,75.2,18,57.0,4.8116213e-08
2006-03-26,73.3,0,56.0,6.1195074e-08
2006-03-27,74.0,0,55.0,2.8611717e-08
2006-03-28,79.0,15,57.0,1.2779572e-07
2006-03-29,81.5,31,60.0,9.7654286e-08
2006-03-30,83.7,32,62.0,1.8832722e-07
2006-03-31,86.1,39,64.0,9.874206e-08
2006-04-01,86.9,58,66.0,1.1816765e-07
2006-04-02,91.1,65,67.0,9.821308e-08
2006-04-03,100.4,73,70.0,4.5767575e-07
2006-04-04,99.6,82,75.0,2.3758716e-07
2006-04-05,99.1,83,75.0,1.8816117e-07
2006-04-06,99.1,90,74.0,5.6975705e-07
2006-04-07,94.7,77,75.0,2.8820494e-07
2006-04-08,91.3,68,71.0,2.1871615e-07
2006-04-09,89.5,55,69.0,2.2658801e-07
2006-04-10,89.1,60,69.0,1.6916559e-07
2006-04-11,90.1,63,67.0,1.09529005e-07
2006-04-12,81.6,68,65.0,7.985521e-08
2006-04-13,80.5,67,63.0,6.042664e-08
2006-04-14,79.4,60,62.0,7.3063276e-08
2006-04-15,78.9,38,61.0,7.0508634e-08
2006-04-16,77.0,25,61.0,6.076801e-08
2006-04-17,78.5,13,59.0,6.049001e-08
2006-04-19,76.5,23,58.0,1.4582335e-07
2006-04-20,79.3,17,59.0,6.0470214e-08
2006-04-21,80.0,15,59.0,8.8771145e-08
2006-04-22,83.2,18,62.0,1.4178565e-07
2006-04-23,87.7,13,63.0,2.3089436e-07
2006-04-24,93.9,18,66.0,8.2383156e-07
2006-04-25,96.3,47,71.0,3.2658045e-07
2006-04-26,101.3,58,74.0,2.934283e-07
2006-04-27,102.0,65,77.0,2.4046545e-07
2006-04-28,101.5,62,78.0,2.4089402e-07
2006-04-29,102.7,53,80.0,2.1924578e-07
2006-04-30,101.4,62,82.0,2.0339107e-07
2006-05-01,94.8,55,78.0,1.7085227e-07
2006-05-02,90.9,58,74.0,3.6226214e-07
2006-05-03,90.4,57,71.0,1.5068315e-07
2006-05-04,93.4,60,71.0,2.3042219e-07
2006-05-05,88.2,53,70.0,1.6073693e-07
2006-05-06,88.6,45,69.0,2.0081946e-07
2006-05-07,87.8,53,66.0,1.6070858e-07
2006-05-08,86.3,52,68.0,1.00636996e-07
2006-05-09,84.2,47,67.0,1.1785478e-07
2006-05-10,79.8,32,63.0,7.049535e-08
2006-05-11,77.9,27,60.0,6.043793e-08
2006-05-12,77.3,12,61.0,1.10582775e-07
2006-05-13,75.0,12,58.0,5.0442146e-08
2006-05-14,73.6,0,56.0,1.2841285e-08
2006-05-15,73.2,0,55.0,2.0335285e-08
2006-05-16,73.1,0,54.0,2.0679787e-08
2006-05-17,73.6,0,54.0,4.3040146e-08
2006-05-18,75.0,13,56.0,4.0412004e-08
2006-05-19,77.1,13,55.0,3.0373712e-08
2006-05-20,78.0,32,59.0,1.4628694e-07
2006-05-21,79.4,33,59.0,3.2483285e-08
2006-05-22,85.1,47,61.0,4.0559424e-08
2006-05-23,86.3,50,64.0,6.0545e-08
2006-05-24,85.9,43,66.0,5.0401077e-08
2006-05-25,85.9,42,65.0,4.347107e-08
2006-05-26,83.8,47,64.0,5.0425495e-08
2006-05-27,85.2,53,64.0,7.066435e-08
2006-05-28,87.0,62,66.0,8.0524494e-08
2006-05-29,83.3,58,66.0,6.044779e-08
2006-05-30,82.3,53,65.0,5.0442146e-08
2006-05-31,80.6,45,62.0,4.039422e-08
2006-06-01,79.4,14,60.0,3.1998646e-08
2006-06-02,77.5,0,60.0,4.04085e-08
2006-06-03,78.1,0,59.0,7.0451435e-08
2006-06-04,77.8,19,58.0,8.072778e-08
2006-06-05,80.2,26,59.0,7.046886e-08
2006-06-06,80.3,32,60.0,5.0424497e-08
2006-06-07,78.96036871287772,58,61.0,1.7070194e-07
2006-06-08,78.65042147159924,58,63.0,7.987722e-08
2006-06-09,80.0,47,62.0,5.150779e-08
2006-06-10,78.5,49,62.0,5.041743e-08
2006-06-11,76.7,37,59.0,4.0365215e-08
2006-06-12,76.5,30,59.0,3.0362354e-08
2006-06-13,79.5,28,58.0,5.0382006e-08
2006-06-14,77.7,14,60.0,8.026308e-08
2006-06-15,78.8,14,58.0,3.1335247e-07
2006-06-16,77.7,21,59.0,1.0587686e-07
2006-06-17,75.6,23,58.0,4.7260716e-08
2006-06-18,75.7,18,57.0,2.0303856e-08
2006-06-19,75.7,21,57.0,2.0396573e-08
2006-06-20,75.3,21,57.0,5.3228577e-09
2006-06-21,75.1,18,56.0,1.0114572e-08
2006-06-22,74.4,0,56.0,1.0242787e-08
2006-06-23,74.1,0,55.0,2.0266356e-08
2006-06-24,76.1,0,55.0,
2006-06-25,76.5,14,56.0,
2006-06-26,79.0,18,58.0,1.4340169e-07
2006-06-27,81.2,23,60.0,1.1043272e-07
2006-06-28,86.3,42,61.0,
2006-06-29,88.4,46,65.0,
2006-06-30,89.0,44,67.0,
2006-07-01,88.4,38,68.0,
2006-07-02,90.0,31,66.0,
2006-07-03,88.8,35,67.0,
2006-07-04,88.35621175367646,36,70.0,
2006-07-05,87.5,35,71.0,
2006-07-06,87.9,36,68.0,
2006-07-07,82.6,36,65.0,
2006-07-08,80.0,35,62.0,
2006-07-09,77.1,31,59.0,
2006-07-10,75.2,15,58.0,
2006-07-11,73.6,15,56.0,
2006-07-12,72.9,13,54.0,
2006-07-13,72.2,0,54.0,5.3228577e-09
2006-07-14,73.3,15,54.0,5.3228577e-09
2006-07-15,72.6,16,54.0,5.3228577e-09
2006-07-16,73.2,20,54.0,5.3228577e-09
2006-07-17,73.3,22,54.0,5.3604294e-09
2006-07-18,73.6,22,54.0,5.3228577e-09
2006-07-19,73.4,24,55.0,9.253285e-09
2006-07-20,74.5,15,55.0,5.459572e-09
2006-07-21,75.0,0,55.0,2.7213645e-08
2006-07-22,75.9,15,57.0,4.506393e-08
2006-07-23,78.9,18,57.0,2.9553706e-07
2006-07-24,79.5,20,59.0,4.794229e-08
2006-07-25,77.9,18,59.0,3.6388716e-08
2006-07-26,77.0,18,60.0,2.714636e-08
2006-07-27,76.7,18,59.0,5.404536e-08
2006-07-28,74.9,16,58.0,2.7241214e-08
2006-07-29,75.2,16,57.0,1.8254713e-08
2006-07-30,76.2,31,57.0,1.9147143e-08
2006-07-31,74.6,27,57.0,1.8291717e-08
2006-08-01,74.9,11,57.0,1.126052e-07
2006-08-02,74.3,11,57.0,1.8295001e-08
2006-08-03,73.4,15,56.0,2.7244283e-08
2006-08-04,71.6,0,56.0,6.3107784e-08
2006-08-05,71.5,0,54.0,5.5289293e-09
2006-08-06,71.5,0,53.0,5.3228577e-09
2006-08-07,71.8,0,54.0,5.3228577e-09
2006-08-08,73.4,11,54.0,5.2754427e-08
2006-08-09,76.1,26,55.0,8.050436e-08
2006-08-10,82.5,27,59.0,7.437368e-07
2006-08-11,86.2,26,64.0,3.860679e-07
2006-08-12,87.0,24,66.0,9.910737e-08
2006-08-13,88.1,26,72.0,4.2177413e-07
2006-08-14,88.6,31,68.0,1.16991714e-07
2006-08-15,87.8,31,68.0,1.9771137e-07
2006-08-16,87.56983775261448,31,69.0,1.3381792e-07
2006-08-17,88.0,27,72.0,1.1700759e-07
2006-08-18,90.6,31,69.0,2.0412685e-07
2006-08-19,90.9,24,71.0,4.1214935e-07
2006-08-20,90.2,16,68.0,3.6204236e-07
2006-08-21,89.8,26,68.0,3.954755e-07
2006-08-22,82.7,15,66.0,1.6514298e-07
2006-08-23,80.1,19,63.0,1.6196643e-07
2006-08-24,79.9,19,61.0,1.081125e-07
2006-08-25,78.9,24,62.0,4.5549e-08
2006-08-26,77.3,23,60.0,5.4083216e-08
2006-08-27,80.2,34,64.0,9.919164e-08
2006-08-28,78.0,35,62.0,1.3267228e-07
2006-08-29,77.6761381545854,27,60.0,2.2904713e-08
2006-08-30,75.7,19,59.0,1.7395715e-08
2006-08-31,76.5197366424699,35,59.0,9.0318146e-08
2006-09-01,78.3,35,59.0,1.8803337e-07
2006-09-02,76.9,16,58.0,
2006-09-03,77.8,0,59.0,7.614743e-08
2006-09-04,80.3,0,60.0,6.166758e-08
2006-09-05,81.7,26,63.0,6.141114e-08
2006-09-06,85.3,39,63.0,7.100786e-08
2006-09-07,88.1,48,68.0,8.531943e-08
2006-09-08,88.5,48,71.0,4.0870617e-07
2006-09-09,86.7,49,71.0,7.909886e-08
2006-09-10,88.5,49,70.0,9.692123e-08
2006-09-11,85.7,44,71.0,1.05801654e-07
2006-09-12,85.1,31,68.0,6.1213726e-08
2006-09-13,83.9,30,68.0,1.0577079e-07
2006-09-14,83.8,15,66.0,1.5036935e-07
2006-09-15,81.0,15,65.0,6.136086e-08
2006-09-16,80.1,13,63.0,7.945657e-08
2006-09-17,78.8,25,62.0,7.903243e-08
2006-09-18,75.1,12,60.0,4.340736e-08
2006-09-19,74.0,13,59.0,3.465857e-08
2006-09-20,71.5,13,57.0,7.774e-09
2006-09-21,72.0,13,56.0,5.3228577e-09
2006-09-22,72.9,18,57.0,7.744215e-09
2006-09-23,70.9,13,56.0,5.3228577e-09
2006-09-24,70.3,15,54.0,5.3228577e-09
2006-09-25,70.6,13,53.0,5.3228577e-09
2006-09-26,71.0,16,54.0,5.3228577e-09
2006-09-27,72.4,12,54.0,1.684493e-08
2006-09-28,73.3,13,55.0,1.3357787e-08
2006-09-29,76.8,36,58.0,8.041358e-09
2006-09-30,77.9,41,59.0,2.6022715e-08
2006-10-01,78.6,35,60.0,6.09815e-08
2006-10-02,78.0,33,62.0,2.6130357e-08
2006-10-03,76.7,23,61.0,3.5062072e-08
2006-10-04,76.7,23,61.0,9.079642e-09
2006-10-05,77.3,24,61.0,2.6387928e-08
2006-10-06,76.3,23,61.0,1.9676003e-08
2006-10-07,76.4,23,60.0,5.3228577e-09
2006-10-08,75.1,21,60.0,8.206501e-09
2006-10-09,74.8,21,59.0,5.350001e-09
2006-10-10,75.0,14,59.0,5.3228577e-09
2006-10-11,73.3,0,57.0,5.3228577e-09
2006-10-12,73.3,0,57.0,5.3228577e-09
2006-10-13,72.9,0,57.0,5.3228577e-09
2006-10-14,72.0,0,57.0,5.629072e-09
2006-10-15,70.7,0,55.0,5.3228577e-09
2006-10-16,69.1,0,54.0,5.3228577e-09
2006-10-17,69.1,0,54.0,5.3228577e-09
2006-10-18,69.0,0,54.0,5.3228577e-09
2006-10-19,69.0,14,53.0,5.3228577e-09
2006-10-20,70.4,14,54.0,5.3228577e-09
2006-10-21,74.0,16,55.0,5.3228577e-09
2006-10-22,75.1,23,58.0,4.963286e-08
2006-10-23,75.7,38,58.0,4.064836e-08
2006-10-24,74.0,30,57.0,3.1603783e-08
2006-10-25,73.9,14,58.0,3.172243e-08
2006-10-26,71.0,0,57.0,4.1688214e-08
2006-10-27,71.1,13,55.0,5.3228577e-09
2006-10-28,73.7,13,56.0,1.37237155e-08
2006-10-29,72.3,0,57.0,2.915279e-08
2006-10-30,74.6,13,57.0,3.2592432e-08
2006-10-31,78.9,33,61.0,6.864728e-08
2006-11-01,85.3,53,62.0,1.780245e-07
2006-11-02,86.8,70,67.0,2.6924414e-07
2006-11-03,86.0,73,68.0,1.0552128e-07
2006-11-04,84.0,65,68.0,5.093414e-08
2006-11-05,83.2,53,66.0,8.756164e-08
2006-11-06,82.1,40,65.0,3.3661678e-07
2006-11-07,85.6,32,66.0,
2006-11-08,84.8,43,67.0,2.0836801e-07
2006-11-09,87.7,30,67.0,1.5358371e-07
2006-11-10,89.3,15,70.0,1.0658264e-07
2006-11-11,95.0,18,72.0,1.5266586e-07
2006-11-12,94.7,22,74.0,3.448722e-07
2006-11-13,93.2,35,75.0,1.3441706e-07
2006-11-14,92.5,47,74.0,7.121743e-08
2006-11-15,94.0,45,73.0,6.148086e-08
2006-11-16,92.0,52,75.0,1.2563706e-07
2006-11-17,87.4,47,72.0,5.2557215e-08
2006-11-18,86.8,47,70.0,4.3518288e-08
2006-11-19,82.9,45,68.0,6.144607e-08
2006-11-20,78.6,30,65.0,2.5335652e-07
2006-11-21,75.6,0,62.0,1.89541e-07
2006-11-22,74.6,0,61.0,2.5712216e-08
2006-11-23,74.9,12,59.0,6.0536635e-08
2006-11-24,75.5,0,58.0,5.9484357e-08
2006-11-25,76.5,13,60.0,5.3622358e-08
2006-11-26,76.2,15,60.0,3.539443e-08
2006-11-27,80.2,33,63.0,1.09092355e-07
2006-11-28,83.2,38,65.0,6.339436e-08
2006-11-29,82.7,40,66.0,3.5685574e-08
2006-11-30,81.8,58,67.0,3.572457e-08
2006-12-01,81.8,56,66.0,1.7455218e-08
2006-12-02,84.8,53,67.0,3.047828e-07
2006-12-05,99.4,46,73.0,1.7692335e-05
2006-12-06,99.66200411398142,54,79.0,1.756705e-06
2006-12-07,97.50000508988136,51,75.0,1.3515232e-06
2006-12-08,93.1,28,74.0,1.4345243e-07
2006-12-09,89.6,21,74.0,1.1943244e-07
2006-12-10,87.3,23,70.0,6.408907e-08
2006-12-11,89.4,28,71.0,1.7523958e-07
2006-12-12,101.0,28,71.0,2.3300015e-07
2006-12-13,91.7,26,84.0,2.0964345e-07
2006-12-14,91.4,23,73.0,4.157906e-07
2006-12-15,85.4,21,73.0,1.525275e-07
2006-12-16,80.0,20,65.0,1.10755295e-07
2006-12-17,79.5,15,63.0,6.771058e-08
2006-12-18,73.0,0,60.0,4.6109715e-08
2006-12-19,72.0,0,57.0,9.240642e-09
2006-12-20,70.3,0,56.0,5.3228577e-09
2006-12-21,71.6,0,56.0,5.3228577e-09
2006-12-22,72.2,0,57.0,5.3228577e-09
2006-12-23,71.2,0,57.0,5.3228577e-09
2006-12-24,71.9,13,57.0,5.3228577e-09
2006-12-25,73.9,16,58.0,5.3228577e-09
2006-12-26,72.5,21,57.0,5.3228577e-09
2006-12-27,70.9,20,57.0,5.506858e-09
2006-12-28,73.8,0,58.0,1.8474928e-08
2006-12-29,75.8,0,59.0,2.7690856e-08
2006-12-30,78.2,16,61.0,1.616012e-07
2006-12-31,82.3,28,63.0,9.263029e-08
2007-01-01,85.5,38,67.0,
2007-01-02,88.6,42,69.0,
2007-01-03,84.8,44,72.0,
2007-01-04,88.0,44,70.0,
2007-01-05,86.5,49,70.0,
2007-01-06,85.6,47,68.0,
2007-01-07,85.3,42,68.0,
2007-01-08,85.7,52,67.0,
2007-01-09,89.1,47,70.0,
2007-01-10,83.3,42,70.0,
2007-01-11,81.2,40,66.0,
2007-01-12,81.0,28,67.0,
2007-01-13,78.7,30,64.0,
2007-01-14,79.4,19,62.0,
2007-01-15,79.3,19,63.0,
2007-01-16,76.1,19,62.0,
2007-01-17,75.6,16,61.0,
2007-01-18,74.4,17,62.0,
2007-01-19,73.9,24,60.0,
2007-01-20,76.3,19,59.0,
2007-01-21,76.1,19,61.0,
2007-01-22,76.0,21,60.0,
2007-01-23,76.8,17,59.0,
2007-01-24,77.9,19,60.0,
2007-01-25,77.5,14,60.0,
2007-01-26,77.3,12,60.0,
2007-01-27,78.0,12,61.0,
2007-01-28,79.3,14,61.0,
2007-01-29,84.1,31,62.0,
2007-01-30,84.9,35,67.0,
2007-01-31,86.6,35,67.0,
2007-02-01,87.3,38,69.0,
2007-02-02,87.7,41,68.0,
2007-02-03,84.8,36,68.0,
2007-02-04,81.3,29,65.0,
2007-02-05,80.7,27,64.0,
2007-02-06,79.6,26,63.0,
2007-02-07,79.8,26,62.0,
2007-02-08,76.3,14,61.0,
2007-02-09,74.6,12,60.0,
2007-02-10,73.9,12,57.0,
2007-02-11,72.8,0,57.0,
2007-02-12,71.8,0,55.0,
2007-02-13,70.9,0,55.0,
2007-02-14,70.9,0,54.0,
2007-02-15,71.8,0,54.0,
2007-02-16,72.9,0,55.0,
2007-02-17,73.5,14,56.0,
2007-02-18,74.1,14,57.0,
2007-02-19,73.2,34,58.0,
2007-02-20,73.1,29,57.0,
2007-02-21,73.2,17,56.0,
2007-02-22,73.9,27,57.0,
2007-02-23,73.6,26,57.0,
2007-02-24,73.9,14,57.0,
2007-02-25,74.07389570598998,14,56.0,
2007-02-26,73.9,26,57.0,
2007-02-27,73.4,26,57.0,
2007-02-28,74.4,14,57.0,
2007-03-01,73.4,11,57.0,
2007-03-02,74.2,11,57.0,
2007-03-03,72.0,11,56.0,
2007-03-04,71.3,13,56.0,
2007-03-05,70.8,27,54.0,
2007-03-06,70.8,22,54.0,
2007-03-07,71.8,0,54.0,
2007-03-08,71.4,0,54.0,
2007-03-09,70.6,0,54.0,
2007-03-10,70.2,0,53.0,
2007-03-11,70.1,14,52.0,
2007-03-12,70.3,13,52.0,
2007-03-13,70.6,0,53.0,
2007-03-14,69.2,0,53.0,
2007-03-15,68.5,0,52.0,
2007-03-16,68.0,0,51.0,
2007-03-17,68.6,0,51.0,
2007-03-18,69.8,0,51.0,
2007-03-19,69.5,0,52.0,
2007-03-20,72.0,0,53.0,
2007-03-21,72.3,0,54.0,
2007-03-22,72.0,0,55.0,
2007-03-23,72.0,13,55.0,
2007-03-24,72.4,13,56.0,
2007-03-25,73.3,0,55.0,
2007-03-26,73.5,14,57.0,
2007-03-27,73.0,13,56.0,
2007-03-28,74.3,13,56.0,
2007-03-29,73.6,13,56.0,
2007-03-30,73.9,11,56.0,
2007-03-31,73.1,11,55.0,
2007-04-01,71.6,16,55.0,
2007-04-02,71.1,0,54.0,
2007-04-03,70.8,0,53.0,
2007-04-04,70.8,0,53.0,
2007-04-05,71.0,0,54.0,
2007-04-06,71.1,0,52.0,
2007-04-07,71.4,0,53.0,
2007-04-08,71.3,0,54.0,
2007-04-09,70.2,0,53.0,
2007-04-10,69.7,0,53.0,
2007-04-11,69.5,0,52.0,
2007-04-12,68.6,0,51.0,5.3228577e-09
2007-04-13,68.6,0,51.0,5.3228577e-09
2007-04-14,68.6,0,51.0,5.3228577e-09
2007-04-15,69.8,0,51.0,5.3228577e-09
2007-04-16,69.8,0,52.0,5.3228577e-09
2007-04-17,69.8,11,52.0,5.3228577e-09
2007-04-18,69.3,0,52.0,5.3228577e-09
2007-04-19,68.9,0,51.0,5.3228577e-09
2007-04-20,69.1,0,51.0,5.3228577e-09
2007-04-21,69.4,0,51.0,5.3228577e-09
2007-04-22,69.7,0,52.0,5.3228577e-09
2007-04-23,69.8,0,51.0,5.3228577e-09
2007-04-24,74.0,0,53.0,6.4240716e-08
2007-04-25,77.4,13,56.0,1.4096537e-07
2007-04-26,81.5,16,58.0,7.240443e-08
2007-04-27,83.8,18,60.0,7.276951e-08
2007-04-28,86.1,23,62.0,7.284872e-08
2007-04-29,86.0,32,63.0,9.0772005e-08
2007-04-30,88.2,34,63.0,1.3569658e-07
2007-05-01,87.6,33,62.0,5.4832288e-08
2007-05-02,88.8,33,63.0,4.577607e-08
2007-05-03,84.4,20,63.0,4.5831143e-08
2007-05-04,83.9,18,62.0,4.5778073e-08
2007-05-05,82.4,17,62.0,1.3787556e-07
2007-05-06,79.4,15,61.0,4.5972e-08
2007-05-07,77.1,13,59.0,4.5755144e-08
2007-05-08,74.7,15,57.0,3.6818143e-08
2007-05-09,73.5,18,55.0,2.7789572e-08
2007-05-10,72.6,20,55.0,5.3228577e-09
2007-05-11,72.9,23,54.0,5.3228577e-09
2007-05-12,72.9,22,54.0,5.3228577e-09
2007-05-13,75.0,18,54.0,5.3519296e-09
2007-05-14,74.4,30,55.0,5.3228577e-09
2007-05-15,78.5,30,55.0,1.8982286e-08
2007-05-16,78.9,32,57.0,8.10095e-08
2007-05-17,78.3,40,57.0,7.246065e-08
2007-05-18,77.6,42,57.0,3.318564e-08
2007-05-19,76.6,37,57.0,3.6011e-08
2007-05-20,75.9,23,56.0,
2007-05-21,75.0,18,57.0,4.5612143e-08
2007-05-22,73.7,15,56.0,9.523929e-09
2007-05-23,71.9,23,55.0,9.80007e-09
2007-05-24,71.7,15,54.0,5.3228577e-09
2007-05-25,69.9,0,53.0,5.3228577e-09
2007-05-26,69.5,0,52.0,5.3228577e-09
2007-05-27,68.8,0,52.0,5.3520006e-09
2007-05-28,70.5,0,51.0,5.3228577e-09
2007-05-29,71.5,12,52.0,5.3228577e-09
2007-05-30,72.6,12,53.0,8.642785e-09
2007-05-31,76.7,12,54.0,9.0527436e-08
2007-06-01,81.6,34,57.0,1.29982e-07
2007-06-02,85.6,44,61.0,6.1619323e-07
2007-06-03,89.5,55,66.0,1.5337214e-07
2007-06-04,88.2,60,66.0,1.9016122e-07
2007-06-05,83.6,62,67.0,1.8048635e-07
2007-06-08,86.8,60,68.0,1.4427201e-07
2007-06-09,81.0,21,65.0,6.35395e-08
2007-06-10,78.2,16,65.0,4.493586e-08
2007-06-11,75.6,16,62.0,4.557557e-08
2007-06-12,72.6,14,60.0,2.7602002e-08
2007-06-13,73.1,14,58.0,1.8803929e-08
2007-06-14,70.6,0,56.0,2.7611287e-08
2007-06-15,71.3,0,53.0,5.3228577e-09
2007-06-16,70.2,0,53.0,5.3228577e-09
2007-06-17,68.9,0,52.0,5.3228577e-09
2007-06-18,68.8,0,51.0,5.3228577e-09
2007-06-19,68.5,0,51.0,5.3228577e-09
2007-06-20,67.8,0,50.0,5.3228577e-09
2007-06-21,67.6,0,50.0,5.3228577e-09
2007-06-22,67.5,0,49.0,5.3228577e-09
2007-06-23,68.1,0,49.0,5.3228577e-09
2007-06-24,69.1,0,50.0,5.3228577e-09
2007-06-25,69.8,12,51.0,5.3228577e-09
2007-06-26,72.8,14,52.0,5.3228577e-09
2007-06-27,75.7,14,54.0,2.9592286e-08
2007-06-28,77.4,16,57.0,1.848007e-08
2007-06-29,77.8,32,58.0,3.6471647e-08
2007-06-30,76.4,32,57.0,5.3228577e-09
2007-07-01,76.8,30,57.0,
2007-07-02,75.1,17,57.0,
2007-07-03,74.2,14,56.0,
2007-07-04,74.9,14,55.0,
2007-07-05,73.9,14,55.0,
2007-07-06,73.5,14,55.0,
2007-07-07,75.5,12,55.0,
2007-07-08,77.6,16,56.0,
2007-07-09,79.7,22,59.0,
2007-07-10,80.8,27,60.0,
2007-07-11,81.1,27,61.0,
2007-07-12,79.5,23,60.0,
2007-07-13,80.6,41,61.0,
2007-07-14,78.2,42,61.0,
2007-07-15,77.1,39,60.0,
2007-07-16,75.3,31,58.0,
2007-07-17,74.7,17,56.0,
2007-07-18,71.8,14,56.0,
2007-07-19,70.5,12,53.0,
2007-07-20,69.5,0,52.0,
2007-07-21,68.6,0,51.0,
2007-07-22,68.3,0,51.0,
2007-07-23,69.3,0,51.0,
2007-07-24,70.2,0,52.0,
2007-07-25,70.8,0,52.0,
2007-07-26,70.6,0,52.0,
2007-07-27,70.9,0,53.0,
2007-07-28,72.1,14,52.0,
2007-07-29,71.1,14,53.0,
2007-07-30,71.0,14,53.0,
2007-07-31,70.1,0,53.0,
2007-08-01,70.4,0,53.0,5.3228577e-09
2007-08-02,71.5,0,53.0,5.3228577e-09
2007-08-03,72.4,11,54.0,5.3228577e-09
2007-08-04,71.4,11,54.0,5.3228577e-09
2007-08-05,70.9,11,53.0,5.3228577e-09
2007-08-06,72.0,13,54.0,5.3228577e-09
2007-08-07,71.0,13,54.0,5.3228577e-09
2007-08-08,71.0,15,54.0,5.3228577e-09
2007-08-09,69.3,15,53.0,5.3228577e-09
2007-08-10,69.3,15,52.0,5.3228577e-09
2007-08-11,69.5,13,52.0,5.3228577e-09
2007-08-12,70.0,13,52.0,5.3228577e-09
2007-08-13,69.5,13,53.0,5.3228577e-09
2007-08-14,69.07465454551874,0,52.0,5.3228577e-09
2007-08-15,69.3,0,53.0,5.3228577e-09
2007-08-16,69.0,0,52.0,5.3228577e-09
2007-08-17,69.3,0,52.0,5.3228577e-09
2007-08-18,69.6,0,52.0,9.3706e-08
2007-08-19,69.4,0,52.0,5.3228577e-09
2007-08-20,70.7,0,53.0,5.3228577e-09
2007-08-21,70.9,15,51.0,5.3228577e-09
2007-08-22,71.6,13,54.0,7.29975e-08
2007-08-23,72.4,13,54.0,5.3228577e-09
2007-08-24,73.2,13,55.0,6.477393e-08
2007-08-25,73.1,13,56.0,5.3228577e-09
2007-08-26,71.6,13,55.0,5.3228577e-09
2007-08-27,70.7,13,54.0,5.3228577e-09
2007-08-28,71.6,13,54.0,5.3228577e-09
2007-08-29,71.0,13,54.0,5.3228577e-09
2007-08-30,73.0,13,54.0,5.3228577e-09
2007-08-31,72.2,28,55.0,1.0252143e-08
2007-09-01,72.1,24,55.0,9.407929e-09
2007-09-02,70.6,13,55.0,8.475285e-09
2007-09-03,69.1,13,55.0,7.855643e-09
2007-09-04,69.4,13,53.0,5.3228577e-09
2007-09-05,68.8,13,52.0,5.3228577e-09
2007-09-06,67.8,0,52.0,5.3228577e-09
2007-09-07,68.2,0,51.0,5.3228577e-09
2007-09-08,67.6,0,52.0,5.3228577e-09
2007-09-09,67.7,0,52.0,5.3228577e-09
2007-09-10,67.9,0,51.0,5.3228577e-09
2007-09-11,67.0,0,52.0,5.3228577e-09
2007-09-12,66.7,0,51.0,5.3228577e-09
2007-09-13,67.2,0,51.0,5.3228577e-09
2007-09-14,67.6,0,52.0,5.3228577e-09
2007-09-15,67.1678954953613,0,52.0,5.3228577e-09
